y,m,district_destination,district_origin,reason,idps,likely,best,worst
2016,1,Borama,Tayeeglow,drought,7,0,0,2
2016,1,Borama,Banadir,drought,7,0,0,2
2016,1,Borama,Banadir,drought,8,0,0,2
2016,1,Borama,Banadir,drought,5,0,0,1
2016,1,Borama,Banadir,drought,6,0,0,2
2016,1,Borama,Baydhaba,drought,6,0,0,2
2016,1,Borama,Diinsoor,drought,7,0,0,2
2016,1,Borama,Cabudwaaq,drought,6,0,0,2
2016,1,Borama,Cadaado,drought,8,0,0,2
2016,1,Borama,Belet Weyne,drought,6,0,0,2
2016,1,Borama,Jalalaqsi,drought,8,0,0,2
2016,1,Borama,Jilib,drought,9,0,0,2
2016,1,Borama,Burtinle,drought,6,0,0,2
2016,1,Banadir,Banadir,insecurity,5238,5238,3929,5238
2016,1,Banadir,Banadir,other,34,34,26,34
2016,1,Banadir,Banadir,other,720,720,540,720
2016,1,Banadir,Banadir,other,300,300,225,300
2016,1,Banadir,Banadir,other,5,5,4,5
2016,1,Banadir,Banadir,other,144,144,108,144
2016,1,Banadir,Belet Weyne,insecurity,8,8,6,8
2016,1,Banadir,Marka,insecurity,461,461,346,461
2016,1,Banadir,Marka,insecurity,18,18,14,18
2016,1,Banadir,Marka,insecurity,5,5,4,5
2016,1,Banadir,Marka,insecurity,14,14,11,14
2016,1,Banadir,Qoryooley,insecurity,26,26,20,26
2016,1,Banadir,Qoryooley,insecurity,39,39,29,39
2016,1,Banadir,Qoryooley,other,6,6,5,6
2016,1,Bossaso,Banadir,drought,5,0,0,1
2016,1,Bossaso,Banadir,drought,11,0,0,3
2016,1,Qardho,Banadir,drought,3,0,0,1
2016,1,Qardho,Banadir,drought,4,0,0,1
2016,1,Qardho,Qardho,other,8,8,6,8
2016,1,Qardho,Cadaado,drought,5,0,0,1
2016,1,Qardho,Belet Weyne,insecurity,9,9,7,9
2016,1,Qardho,Belet Weyne,insecurity,7,7,5,7
2016,1,Qardho,Qoryooley,insecurity,7,7,5,7
2016,1,Qardho,Garoowe,drought,3,0,0,1
2016,1,Qardho,Garoowe,other,13,13,10,13
2016,1,Baydhaba,Waajid,drought,14,0,0,4
2016,1,Baydhaba,Bossaso,other,6,6,5,6
2016,1,Baydhaba,Baydhaba,insecurity,5,5,4,5
2016,1,Baydhaba,Baydhaba,insecurity,45,45,34,45
2016,1,Baydhaba,Baydhaba,drought,7,0,0,2
2016,1,Baydhaba,Baydhaba,drought,8,0,0,2
2016,1,Baydhaba,Baydhaba,drought,7,0,0,2
2016,1,Baydhaba,Baydhaba,drought,7,0,0,2
2016,1,Baydhaba,Diinsoor,drought,7,0,0,2
2016,1,Baydhaba,Diinsoor,drought,10,0,0,3
2016,1,Baydhaba,Diinsoor,drought,10,0,0,3
2016,1,Baydhaba,Diinsoor,other,14,14,11,14
2016,1,Baydhaba,Qansax Dheere,drought,4,0,0,1
2016,1,Baydhaba,Qansax Dheere,drought,26,0,0,7
2016,1,Baydhaba,Qansax Dheere,drought,5,0,0,1
2016,1,Baydhaba,Qansax Dheere,drought,9,0,0,2
2016,1,Dhuusamarreeb,Cadaado,insecurity,121,121,91,121
2016,1,Dhuusamarreeb,Cadaado,insecurity,17,17,13,17
2016,1,Baardheere,Garbahaarey,insecurity,140,140,105,140
2016,1,Baardheere,Garbahaarey,insecurity,205,205,154,205
2016,1,Baardheere,Garbahaarey,insecurity,450,450,338,450
2016,1,Baardheere,Garbahaarey,insecurity,168,168,126,168
2016,1,Belet Xaawo,Belet Xaawo,insecurity,690,690,518,690
2016,1,Belet Xaawo,Belet Xaawo,insecurity,1410,1410,1058,1410
2016,1,Belet Xaawo,Garbahaarey,insecurity,13,13,10,13
2016,1,Belet Xaawo,Garbahaarey,insecurity,11,11,8,11
2016,1,Belet Xaawo,Garbahaarey,insecurity,18,18,14,18
2016,1,Belet Xaawo,Garbahaarey,insecurity,150,150,113,150
2016,1,Belet Xaawo,Garbahaarey,insecurity,4,4,3,4
2016,1,Belet Xaawo,Garbahaarey,insecurity,23,23,17,23
2016,1,Ceel Waaq,Belet Xaawo,insecurity,110,110,83,110
2016,1,Ceel Waaq,Garbahaarey,insecurity,210,210,158,210
2016,1,Ceel Waaq,Garbahaarey,insecurity,192,192,144,192
2016,1,Garbahaarey,Garbahaarey,insecurity,1210,1210,908,1210
2016,1,Garbahaarey,Garbahaarey,insecurity,2980,2980,2235,2980
2016,1,Garbahaarey,Garbahaarey,insecurity,102,102,77,102
2016,1,Garbahaarey,Garbahaarey,insecurity,400,400,300,400
2016,1,Luuq,Xudur,drought,3,0,0,1
2016,1,Luuq,Luuq,drought,7,0,0,2
2016,1,Kismaayo,Jamaame,drought,10,0,0,3
2016,1,Afgooye,Marka,insecurity,10,10,8,10
2016,1,Marka,Marka,insecurity,6,6,5,6
2016,1,Marka,Marka,insecurity,14,14,11,14
2016,1,Marka,Marka,insecurity,13,13,10,13
2016,1,Marka,Marka,insecurity,51,51,38,51
2016,1,Qoryooley,Kurtunwaarey,insecurity,5,5,4,5
2016,1,Bu'aale,Diinsoor,drought,126,0,0,32
2016,1,Jilib,Baardheere,drought,41,0,0,10
2016,1,Jilib,Baraawe,drought,124,0,0,31
2016,1,Saakow,Diinsoor,other,12,12,9,12
2016,1,Saakow,Baardheere,drought,23,0,0,6
2016,1,Saakow,Baardheere,drought,107,0,0,27
2016,1,Saakow,Baardheere,drought,21,0,0,5
2016,1,Saakow,Baardheere,drought,24,0,0,6
2016,1,Saakow,Garbahaarey,insecurity,110,110,83,110
2016,1,Gaalkacyo,Banadir,drought,33,0,0,8
2016,1,Gaalkacyo,Banadir,drought,10,0,0,3
2016,1,Gaalkacyo,Banadir,drought,2,0,0,1
2016,1,Gaalkacyo,Banadir,drought,5,0,0,1
2016,1,Gaalkacyo,Banadir,drought,7,0,0,2
2016,1,Gaalkacyo,Bossaso,insecurity,7,7,5,7
2016,1,Gaalkacyo,Bossaso,other,6,6,5,6
2016,1,Gaalkacyo,Baydhaba,drought,8,0,0,2
2016,1,Gaalkacyo,Qansax Dheere,drought,11,0,0,3
2016,1,Gaalkacyo,Cabudwaaq,drought,7,0,0,2
2016,1,Gaalkacyo,Cabudwaaq,drought,6,0,0,2
2016,1,Gaalkacyo,Cabudwaaq,drought,4,0,0,1
2016,1,Gaalkacyo,Cabudwaaq,drought,234,0,0,59
2016,1,Gaalkacyo,Cadaado,drought,7,0,0,2
2016,1,Gaalkacyo,Cadaado,drought,7,0,0,2
2016,1,Gaalkacyo,Ceel Dheer,insecurity,8,8,6,8
2016,1,Gaalkacyo,Ceel Dheer,insecurity,6,6,5,6
2016,1,Gaalkacyo,Ceel Dheer,insecurity,8,8,6,8
2016,1,Gaalkacyo,Belet Weyne,drought,6,0,0,2
2016,1,Gaalkacyo,Belet Weyne,drought,4,0,0,1
2016,1,Gaalkacyo,Jalalaqsi,drought,4,0,0,1
2016,1,Gaalkacyo,Kismaayo,other,7,7,5,7
2016,1,Gaalkacyo,Kismaayo,other,6,6,5,6
2016,1,Gaalkacyo,Gaalkacyo,insecurity,129,129,97,129
2016,1,Gaalkacyo,Gaalkacyo,drought,12,0,0,3
2016,1,Gaalkacyo,Gaalkacyo,drought,8,0,0,2
2016,1,Gaalkacyo,Gaalkacyo,drought,13,0,0,3
2016,1,Gaalkacyo,Gaalkacyo,drought,5,0,0,1
2016,1,Gaalkacyo,Gaalkacyo,other,213,213,160,213
2016,1,Gaalkacyo,Gaalkacyo,other,142,142,107,142
2016,1,Gaalkacyo,Gaalkacyo,other,102,102,77,102
2016,1,Gaalkacyo,Hobyo,insecurity,114,114,86,114
2016,1,Gaalkacyo,Hobyo,drought,6,0,0,2
2016,1,Gaalkacyo,Hobyo,drought,216,0,0,54
2016,1,Gaalkacyo,Hobyo,drought,6,0,0,2
2016,1,Gaalkacyo,Hobyo,drought,193,0,0,48
2016,1,Gaalkacyo,Hobyo,drought,234,0,0,59
2016,1,Gaalkacyo,Hobyo,drought,1329,0,0,332
2016,1,Gaalkacyo,Hobyo,drought,5,0,0,1
2016,1,Gaalkacyo,Hobyo,other,5,5,4,5
2016,1,Gaalkacyo,Xarardheere,insecurity,5,5,4,5
2016,1,Gaalkacyo,Xarardheere,insecurity,8,8,6,8
2016,1,Gaalkacyo,Xarardheere,insecurity,7,7,5,7
2016,1,Gaalkacyo,Garoowe,drought,5,0,0,1
2016,1,Gaalkacyo,Berbera,other,6,6,5,6
2016,1,Buuhoodle,Buuhoodle,insecurity,807,807,605,807
2016,1,Berbera,Gaalkacyo,insecurity,7,7,5,7
2016,1,Berbera,Caynabo,drought,5,0,0,1
2016,1,Berbera,Caynabo,drought,3,0,0,1
2016,1,Berbera,Burco,drought,6,0,0,2
2016,1,Berbera,Berbera,drought,3,0,0,1
2016,1,Berbera,Berbera,drought,5,0,0,1
2016,1,Berbera,Berbera,drought,5,0,0,1
2016,1,Berbera,Berbera,drought,7,0,0,2
2016,1,Berbera,Berbera,drought,3,0,0,1
2016,1,Berbera,Hargeysa,drought,12,0,0,3
2016,1,Berbera,Hargeysa,drought,8,0,0,2
2016,1,Berbera,Hargeysa,drought,6,0,0,2
2016,1,Hargeysa,Borama,other,5,5,4,5
2016,1,Hargeysa,Banadir,drought,6,0,0,2
2016,1,Hargeysa,Banadir,drought,5,0,0,1
2016,1,Hargeysa,Banadir,drought,4,0,0,1
2016,1,Hargeysa,Banadir,drought,4,0,0,1
2016,1,Hargeysa,Banadir,drought,4,0,0,1
2016,1,Hargeysa,Banadir,drought,6,0,0,2
2016,1,Hargeysa,Banadir,drought,4,0,0,1
2016,1,Hargeysa,Banadir,drought,5,0,0,1
2016,1,Hargeysa,Banadir,drought,12,0,0,3
2016,1,Hargeysa,Banadir,drought,4,0,0,1
2016,1,Hargeysa,Banadir,drought,9,0,0,2
2016,1,Hargeysa,Banadir,drought,6,0,0,2
2016,1,Hargeysa,Bossaso,drought,4,0,0,1
2016,1,Hargeysa,Bossaso,drought,3,0,0,1
2016,1,Hargeysa,Bossaso,drought,10,0,0,3
2016,1,Hargeysa,Bossaso,drought,8,0,0,2
2016,1,Hargeysa,Bossaso,drought,3,0,0,1
2016,1,Hargeysa,Bossaso,drought,4,0,0,1
2016,1,Hargeysa,Cabudwaaq,drought,6,0,0,2
2016,1,Hargeysa,Cabudwaaq,drought,5,0,0,1
2016,1,Hargeysa,Cadaado,drought,3,0,0,1
2016,1,Hargeysa,Cadaado,drought,5,0,0,1
2016,1,Hargeysa,Cadaado,drought,4,0,0,1
2016,1,Hargeysa,Ceel Buur,drought,5,0,0,1
2016,1,Hargeysa,Garbahaarey,insecurity,5,5,4,5
2016,1,Hargeysa,Belet Weyne,drought,5,0,0,1
2016,1,Hargeysa,Belet Weyne,drought,3,0,0,1
2016,1,Hargeysa,Belet Weyne,drought,6,0,0,2
2016,1,Hargeysa,Bulo Burto,other,6,6,5,6
2016,1,Hargeysa,Jalalaqsi,drought,4,0,0,1
2016,1,Hargeysa,Jalalaqsi,drought,4,0,0,1
2016,1,Hargeysa,Baraawe,drought,4,0,0,1
2016,1,Hargeysa,Marka,drought,3,0,0,1
2016,1,Hargeysa,Balcad,drought,6,0,0,2
2016,1,Hargeysa,Balcad,drought,5,0,0,1
2016,1,Hargeysa,Cadale,drought,6,0,0,2
2016,1,Hargeysa,Gaalkacyo,drought,4,0,0,1
2016,1,Hargeysa,Gaalkacyo,drought,5,0,0,1
2016,1,Hargeysa,Gaalkacyo,drought,7,0,0,2
2016,1,Hargeysa,Gaalkacyo,drought,4,0,0,1
2016,1,Hargeysa,Gaalkacyo,drought,5,0,0,1
2016,1,Hargeysa,Galdogob,drought,8,0,0,2
2016,1,Hargeysa,Garoowe,drought,7,0,0,2
2016,1,Hargeysa,Garoowe,drought,6,0,0,2
2016,1,Hargeysa,Garoowe,drought,4,0,0,1
2016,1,Hargeysa,Garoowe,drought,4,0,0,1
2016,1,Hargeysa,Garoowe,drought,4,0,0,1
2016,1,Hargeysa,Ceel Afweyn,drought,4,0,0,1
2016,1,Hargeysa,Ceel Afweyn,drought,6,0,0,2
2016,1,Hargeysa,Laasqoray,drought,6,0,0,2
2016,1,Hargeysa,Gebiley,drought,8,0,0,2
2016,2,Borama,Banadir,drought,4,0,0,1
2016,2,Borama,Banadir,drought,7,0,0,2
2016,2,Borama,Banadir,drought,6,0,0,2
2016,2,Borama,Banadir,drought,7,0,0,2
2016,2,Borama,Banadir,drought,6,0,0,2
2016,2,Borama,Banadir,drought,5,0,0,1
2016,2,Borama,Banadir,drought,6,0,0,2
2016,2,Borama,Ceel Buur,drought,5,0,0,1
2016,2,Borama,Marka,drought,7,0,0,2
2016,2,Borama,Gaalkacyo,drought,5,0,0,1
2016,2,Borama,Gaalkacyo,drought,7,0,0,2
2016,2,Borama,Burtinle,drought,5,0,0,1
2016,2,Borama,Garoowe,drought,7,0,0,2
2016,2,Borama,Garoowe,drought,6,0,0,2
2016,2,Rab Dhuure,Rab Dhuure,drought,17,0,0,4
2016,2,Tayeeglow,Tayeeglow,insecurity,19,19,14,19
2016,2,Waajid,Waajid,drought,100,0,0,25
2016,2,Banadir,Banadir,insecurity,29,29,22,29
2016,2,Banadir,Banadir,drought,14,0,0,4
2016,2,Banadir,Banadir,drought,6,0,0,2
2016,2,Banadir,Banadir,drought,7,0,0,2
2016,2,Banadir,Banadir,other,6,6,5,6
2016,2,Banadir,Banadir,other,282,282,212,282
2016,2,Banadir,Afgooye,insecurity,107,107,80,107
2016,2,Banadir,Kurtunwaarey,drought,108,0,0,27
2016,2,Banadir,Marka,insecurity,807,807,605,807
2016,2,Banadir,Marka,insecurity,50,50,38,50
2016,2,Banadir,Marka,insecurity,228,228,171,228
2016,2,Banadir,Marka,insecurity,42,42,32,42
2016,2,Banadir,Marka,insecurity,138,138,104,138
2016,2,Banadir,Marka,insecurity,64,64,48,64
2016,2,Banadir,Marka,insecurity,128,128,96,128
2016,2,Banadir,Marka,insecurity,222,222,167,222
2016,2,Banadir,Marka,insecurity,1662,1662,1247,1662
2016,2,Banadir,Marka,insecurity,121,121,91,121
2016,2,Banadir,Marka,insecurity,109,109,82,109
2016,2,Banadir,Marka,insecurity,10,10,8,10
2016,2,Banadir,Marka,insecurity,5,5,4,5
2016,2,Banadir,Marka,other,7,7,5,7
2016,2,Banadir,Qoryooley,insecurity,45,45,34,45
2016,2,Banadir,Qoryooley,insecurity,15,15,11,15
2016,2,Bossaso,Waajid,drought,11,0,0,3
2016,2,Bossaso,Banadir,insecurity,4,4,3,4
2016,2,Bossaso,Banadir,drought,6,0,0,2
2016,2,Bossaso,Banadir,drought,29,0,0,7
2016,2,Bossaso,Banadir,drought,4,0,0,1
2016,2,Bossaso,Banadir,drought,4,0,0,1
2016,2,Bossaso,Banadir,other,5,5,4,5
2016,2,Bossaso,Baydhaba,drought,8,0,0,2
2016,2,Bossaso,Marka,drought,4,0,0,1
2016,2,Bossaso,Qoryooley,drought,8,0,0,2
2016,2,Bossaso,Hargeysa,drought,3,0,0,1
2016,2,Qardho,Banadir,drought,4,0,0,1
2016,2,Qardho,Banadir,drought,2,0,0,1
2016,2,Qardho,Bandarbeyla,drought,4,0,0,1
2016,2,Qardho,Qandala,drought,5,0,0,1
2016,2,Qardho,Qardho,drought,7,0,0,2
2016,2,Qardho,Qoryooley,drought,3,0,0,1
2016,2,Qardho,Eyl,drought,6,0,0,2
2016,2,Qardho,Garoowe,drought,6,0,0,2
2016,2,Qardho,Taleex,drought,5,0,0,1
2016,2,Baydhaba,Waajid,drought,7,0,0,2
2016,2,Baydhaba,Waajid,drought,4,0,0,1
2016,2,Baydhaba,Waajid,drought,3,0,0,1
2016,2,Baydhaba,Waajid,drought,61,0,0,15
2016,2,Baydhaba,Baydhaba,insecurity,14,14,11,14
2016,2,Baydhaba,Baydhaba,drought,9,0,0,2
2016,2,Baydhaba,Baydhaba,drought,3,0,0,1
2016,2,Baydhaba,Baydhaba,other,7,7,5,7
2016,2,Baydhaba,Buur Hakaba,insecurity,5,5,4,5
2016,2,Baydhaba,Diinsoor,insecurity,6,6,5,6
2016,2,Baydhaba,Diinsoor,drought,6,0,0,2
2016,2,Baydhaba,Diinsoor,drought,6,0,0,2
2016,2,Baydhaba,Qansax Dheere,insecurity,5,5,4,5
2016,2,Baydhaba,Qansax Dheere,drought,9,0,0,2
2016,2,Cadaado,Cadaado,insecurity,156,156,117,156
2016,2,Dhuusamarreeb,Cadaado,insecurity,250,250,188,250
2016,2,Belet Xaawo,Belet Xaawo,other,5,5,4,5
2016,2,Doolow,Diinsoor,drought,25,0,0,6
2016,2,Doolow,Diinsoor,drought,19,0,0,5
2016,2,Doolow,Qansax Dheere,drought,19,0,0,5
2016,2,Doolow,Qansax Dheere,drought,6,0,0,2
2016,2,Doolow,Qansax Dheere,drought,8,0,0,2
2016,2,Doolow,Luuq,drought,4,0,0,1
2016,2,Luuq,Rab Dhuure,drought,4,0,0,1
2016,2,Luuq,Rab Dhuure,drought,26,0,0,7
2016,2,Luuq,Luuq,drought,18,0,0,5
2016,2,Kismaayo,Jamaame,drought,5,0,0,1
2016,2,Afgooye,Marka,insecurity,33,33,25,33
2016,2,Afgooye,Marka,insecurity,6,6,5,6
2016,2,Afgooye,Marka,insecurity,11,11,8,11
2016,2,Marka,Marka,insecurity,51,51,38,51
2016,2,Marka,Marka,insecurity,263,263,197,263
2016,2,Marka,Marka,insecurity,65,65,49,65
2016,2,Marka,Marka,insecurity,141,141,106,141
2016,2,Marka,Marka,insecurity,143,143,107,143
2016,2,Marka,Marka,insecurity,10,10,8,10
2016,2,Bu'aale,Afmadow,insecurity,24,24,18,24
2016,2,Bu'aale,Bu'aale,insecurity,250,250,188,250
2016,2,Bu'aale,Bu'aale,insecurity,3,3,2,3
2016,2,Saakow,Diinsoor,insecurity,18,18,14,18
2016,2,Saakow,Diinsoor,insecurity,21,21,16,21
2016,2,Saakow,Diinsoor,other,5,5,4,5
2016,2,Saakow,Garbahaarey,drought,100,0,0,25
2016,2,Saakow,Bu'aale,insecurity,15,15,11,15
2016,2,Saakow,Bu'aale,insecurity,32,32,24,32
2016,2,Gaalkacyo,Banadir,drought,2,0,0,1
2016,2,Gaalkacyo,Banadir,drought,38,0,0,10
2016,2,Gaalkacyo,Banadir,drought,6,0,0,2
2016,2,Gaalkacyo,Banadir,drought,14,0,0,4
2016,2,Gaalkacyo,Banadir,drought,22,0,0,6
2016,2,Gaalkacyo,Banadir,drought,6,0,0,2
2016,2,Gaalkacyo,Banadir,drought,6,0,0,2
2016,2,Gaalkacyo,Buur Hakaba,drought,6,0,0,2
2016,2,Gaalkacyo,Buur Hakaba,drought,5,0,0,1
2016,2,Gaalkacyo,Cabudwaaq,drought,6,0,0,2
2016,2,Gaalkacyo,Cabudwaaq,drought,7,0,0,2
2016,2,Gaalkacyo,Cabudwaaq,drought,5,0,0,1
2016,2,Gaalkacyo,Cabudwaaq,drought,5,0,0,1
2016,2,Gaalkacyo,Cadaado,drought,5,0,0,1
2016,2,Gaalkacyo,Ceel Buur,drought,8,0,0,2
2016,2,Gaalkacyo,Ceel Buur,drought,5,0,0,1
2016,2,Gaalkacyo,Ceel Dheer,insecurity,8,8,6,8
2016,2,Gaalkacyo,Ceel Dheer,insecurity,9,9,7,9
2016,2,Gaalkacyo,Dhuusamarreeb,drought,9,0,0,2
2016,2,Gaalkacyo,Belet Weyne,drought,8,0,0,2
2016,2,Gaalkacyo,Belet Weyne,drought,11,0,0,3
2016,2,Gaalkacyo,Belet Weyne,drought,7,0,0,2
2016,2,Gaalkacyo,Afgooye,drought,12,0,0,3
2016,2,Gaalkacyo,Jowhar,drought,7,0,0,2
2016,2,Gaalkacyo,Jowhar,drought,11,0,0,3
2016,2,Gaalkacyo,Jowhar,drought,10,0,0,3
2016,2,Gaalkacyo,Gaalkacyo,insecurity,415,415,311,415
2016,2,Gaalkacyo,Hobyo,drought,10,0,0,3
2016,2,Gaalkacyo,Hobyo,drought,5,0,0,1
2016,2,Gaalkacyo,Hobyo,drought,7,0,0,2
2016,2,Gaalkacyo,Hobyo,drought,6,0,0,2
2016,2,Gaalkacyo,Hobyo,drought,5,0,0,1
2016,2,Gaalkacyo,Xarardheere,insecurity,26,26,20,26
2016,2,Gaalkacyo,Xarardheere,insecurity,8,8,6,8
2016,2,Gaalkacyo,Xarardheere,insecurity,5,5,4,5
2016,2,Gaalkacyo,Xarardheere,drought,10,0,0,3
2016,2,Gaalkacyo,Hargeysa,other,9,9,7,9
2016,2,Gaalkacyo,Hargeysa,other,8,8,6,8
2016,2,Laas Caanood,Bossaso,drought,13,0,0,3
2016,2,Laas Caanood,Bossaso,drought,10,0,0,3
2016,2,Laas Caanood,Ceerigaabo,drought,120,0,0,30
2016,2,Laas Caanood,Laas Caanood,drought,22,0,0,6
2016,2,Laas Caanood,Xudun,drought,17,0,0,4
2016,2,Berbera,Waajid,drought,3,0,0,1
2016,2,Berbera,Berbera,drought,10,0,0,3
2016,2,Berbera,Berbera,drought,6,0,0,2
2016,2,Berbera,Berbera,drought,6,0,0,2
2016,2,Berbera,Berbera,drought,4,0,0,1
2016,2,Berbera,Berbera,drought,11,0,0,3
2016,2,Berbera,Berbera,drought,8,0,0,2
2016,2,Berbera,Berbera,drought,6,0,0,2
2016,2,Berbera,Berbera,drought,6,0,0,2
2016,2,Berbera,Berbera,drought,6,0,0,2
2016,2,Berbera,Gebiley,drought,5,0,0,1
2016,2,Berbera,Hargeysa,insecurity,6,6,5,6
2016,2,Berbera,Hargeysa,drought,4,0,0,1
2016,2,Berbera,Hargeysa,other,6,6,5,6
2016,2,Hargeysa,Baki,drought,7,0,0,2
2016,2,Hargeysa,Baki,drought,7,0,0,2
2016,2,Hargeysa,Lughaye,drought,6,0,0,2
2016,2,Hargeysa,Banadir,drought,5,0,0,1
2016,2,Hargeysa,Banadir,drought,4,0,0,1
2016,2,Hargeysa,Banadir,drought,5,0,0,1
2016,2,Hargeysa,Banadir,drought,3,0,0,1
2016,2,Hargeysa,Banadir,drought,3,0,0,1
2016,2,Hargeysa,Banadir,drought,4,0,0,1
2016,2,Hargeysa,Banadir,drought,5,0,0,1
2016,2,Hargeysa,Banadir,drought,4,0,0,1
2016,2,Hargeysa,Banadir,drought,5,0,0,1
2016,2,Hargeysa,Banadir,drought,5,0,0,1
2016,2,Hargeysa,Banadir,drought,8,0,0,2
2016,2,Hargeysa,Bossaso,drought,3,0,0,1
2016,2,Hargeysa,Bossaso,drought,6,0,0,2
2016,2,Hargeysa,Bossaso,drought,3,0,0,1
2016,2,Hargeysa,Bossaso,drought,4,0,0,1
2016,2,Hargeysa,Baydhaba,drought,4,0,0,1
2016,2,Hargeysa,Cadaado,drought,3,0,0,1
2016,2,Hargeysa,Cadaado,drought,4,0,0,1
2016,2,Hargeysa,Ceel Waaq,drought,5,0,0,1
2016,2,Hargeysa,Belet Weyne,drought,4,0,0,1
2016,2,Hargeysa,Belet Weyne,drought,6,0,0,2
2016,2,Hargeysa,Jalalaqsi,drought,6,0,0,2
2016,2,Hargeysa,Jalalaqsi,drought,5,0,0,1
2016,2,Hargeysa,Jalalaqsi,drought,6,0,0,2
2016,2,Hargeysa,Badhaadhe,drought,6,0,0,2
2016,2,Hargeysa,Afgooye,drought,6,0,0,2
2016,2,Hargeysa,Afgooye,drought,7,0,0,2
2016,2,Hargeysa,Marka,drought,6,0,0,2
2016,2,Hargeysa,Marka,drought,6,0,0,2
2016,2,Hargeysa,Adan Yabaal,drought,4,0,0,1
2016,2,Hargeysa,Cadale,drought,3,0,0,1
2016,2,Hargeysa,Gaalkacyo,drought,4,0,0,1
2016,2,Hargeysa,Hobyo,drought,4,0,0,1
2016,2,Hargeysa,Hobyo,drought,7,0,0,2
2016,2,Hargeysa,Eyl,drought,3,0,0,1
2016,2,Hargeysa,Garoowe,drought,6,0,0,2
2016,2,Hargeysa,Ceerigaabo,drought,6,0,0,2
2016,2,Hargeysa,Ceerigaabo,drought,6,0,0,2
2016,2,Hargeysa,Ceerigaabo,drought,5,0,0,1
2016,2,Hargeysa,Caynabo,drought,5,0,0,1
2016,2,Hargeysa,Caynabo,drought,5,0,0,1
2016,2,Hargeysa,Owdweyne,drought,4,0,0,1
2016,2,Hargeysa,Owdweyne,drought,6,0,0,2
2016,2,Hargeysa,Berbera,drought,7,0,0,2
2016,2,Hargeysa,Berbera,drought,6,0,0,2
2016,2,Hargeysa,Gebiley,drought,6,0,0,2
2016,2,Hargeysa,Gebiley,drought,8,0,0,2
2016,2,Hargeysa,Gebiley,drought,6,0,0,2
2016,2,Hargeysa,Gebiley,drought,7,0,0,2
2016,3,Borama,Lughaye,drought,9,0,0,2
2016,3,Borama,Lughaye,drought,23,0,0,6
2016,3,Borama,Lughaye,drought,7,0,0,2
2016,3,Borama,Banadir,drought,6,0,0,2
2016,3,Borama,Banadir,drought,4,0,0,1
2016,3,Borama,Banadir,drought,6,0,0,2
2016,3,Borama,Jalalaqsi,drought,7,0,0,2
2016,3,Borama,Gaalkacyo,drought,4,0,0,1
2016,3,Ceel Barde,Ceel Barde,drought,8,0,0,2
2016,3,Ceel Barde,Ceel Barde,drought,220,0,0,55
2016,3,Ceel Barde,Ceel Barde,drought,550,0,0,138
2016,3,Rab Dhuure,Ceel Barde,drought,367,0,0,92
2016,3,Rab Dhuure,Rab Dhuure,drought,17,0,0,4
2016,3,Rab Dhuure,Rab Dhuure,drought,6,0,0,2
2016,3,Rab Dhuure,Rab Dhuure,drought,139,0,0,35
2016,3,Rab Dhuure,Rab Dhuure,drought,100,0,0,25
2016,3,Rab Dhuure,Luuq,drought,33,0,0,8
2016,3,Tayeeglow,Tayeeglow,drought,35,0,0,9
2016,3,Waajid,Waajid,drought,6,0,0,2
2016,3,Waajid,Doolow,other,13,13,10,13
2016,3,Xudur,Xudur,insecurity,11,11,8,11
2016,3,Banadir,Baydhaba,insecurity,21,21,16,21
2016,3,Banadir,Afgooye,insecurity,100,100,75,100
2016,3,Banadir,Afgooye,insecurity,13,13,10,13
2016,3,Banadir,Afgooye,insecurity,426,426,320,426
2016,3,Banadir,Afgooye,insecurity,324,324,243,324
2016,3,Banadir,Afgooye,drought,18,0,0,5
2016,3,Banadir,Afgooye,drought,10,0,0,3
2016,3,Banadir,Afgooye,other,34,34,26,34
2016,3,Banadir,Marka,insecurity,466,466,350,466
2016,3,Banadir,Marka,insecurity,31,31,23,31
2016,3,Banadir,Marka,insecurity,200,200,150,200
2016,3,Banadir,Marka,insecurity,122,122,92,122
2016,3,Banadir,Marka,insecurity,252,252,189,252
2016,3,Banadir,Marka,insecurity,132,132,99,132
2016,3,Banadir,Marka,insecurity,81,81,61,81
2016,3,Banadir,Marka,insecurity,20,20,15,20
2016,3,Banadir,Marka,insecurity,76,76,57,76
2016,3,Banadir,Marka,insecurity,17,17,13,17
2016,3,Banadir,Marka,insecurity,16,16,12,16
2016,3,Banadir,Marka,insecurity,12,12,9,12
2016,3,Banadir,Marka,insecurity,10,10,8,10
2016,3,Banadir,Marka,insecurity,6,6,5,6
2016,3,Banadir,Marka,insecurity,5,5,4,5
2016,3,Banadir,Marka,insecurity,27,27,20,27
2016,3,Banadir,Marka,insecurity,15,15,11,15
2016,3,Banadir,Marka,insecurity,124,124,93,124
2016,3,Banadir,Marka,insecurity,28,28,21,28
2016,3,Banadir,Marka,insecurity,4,4,3,4
2016,3,Banadir,Marka,drought,210,0,0,53
2016,3,Banadir,Marka,drought,240,0,0,60
2016,3,Banadir,Marka,other,108,108,81,108
2016,3,Banadir,Marka,other,119,119,89,119
2016,3,Banadir,Marka,other,114,114,86,114
2016,3,Banadir,Qoryooley,insecurity,138,138,104,138
2016,3,Banadir,Qoryooley,insecurity,27,27,20,27
2016,3,Banadir,Qoryooley,insecurity,19,19,14,19
