y,m,district_destination,district_origin,reason,idps,likely,best,worst
2018,1,Luuq,Belet Xaawo,drought,23,0,0,6
2018,1,Luuq,Belet Xaawo,drought,26,0,0,7
2018,1,Luuq,Luuq,drought,22,0,0,6
2018,1,Luuq,Luuq,drought,31,0,0,8
2018,1,Luuq,Luuq,drought,33,0,0,8
2018,1,Luuq,Luuq,drought,12,0,0,3
2018,1,Belet Weyne,Tayeeglow,drought,126,0,0,32
2018,1,Afmadow,Baydhaba,drought,209,0,0,52
2018,1,Afmadow,Diinsoor,drought,5,0,0,1
2018,1,Afmadow,Diinsoor,drought,13,0,0,3
2018,1,Afmadow,Diinsoor,drought,88,0,0,22
2018,1,Afmadow,Diinsoor,other,6,6,5,6
2018,1,Afmadow,Qansax Dheere,drought,10,0,0,3
2018,1,Afmadow,Doolow,drought,10,0,0,3
2018,1,Afmadow,Luuq,drought,23,0,0,6
2018,1,Afmadow,Afmadow,drought,7,0,0,2
2018,1,Afmadow,Afmadow,drought,4,0,0,1
2018,1,Afmadow,Afmadow,drought,14,0,0,4
2018,1,Afmadow,Afmadow,drought,4,0,0,1
2018,1,Afmadow,Afmadow,drought,5,0,0,1
2018,1,Afmadow,Afmadow,drought,5,0,0,1
2018,1,Afmadow,Afmadow,drought,5,0,0,1
2018,1,Afmadow,Afmadow,drought,5,0,0,1
2018,1,Afmadow,Badhaadhe,drought,4,0,0,1
2018,1,Afmadow,Bu'aale,drought,20,0,0,5
2018,1,Afmadow,Bu'aale,drought,6,0,0,2
2018,1,Afmadow,Bu'aale,drought,8,0,0,2
2018,1,Afmadow,Bu'aale,drought,8,0,0,2
2018,1,Afmadow,Jilib,drought,8,0,0,2
2018,1,Afmadow,Jilib,drought,7,0,0,2
2018,1,Afmadow,Jilib,drought,6,0,0,2
2018,1,Afmadow,Saakow,drought,108,0,0,27
2018,1,Afmadow,Saakow,drought,6,0,0,2
2018,1,Afmadow,Saakow,drought,6,0,0,2
2018,1,Afmadow,Saakow,drought,9,0,0,2
2018,1,Afmadow,Saakow,drought,44,0,0,11
2018,1,Kismaayo,Afmadow,drought,6,0,0,2
2018,1,Kismaayo,Afmadow,drought,6,0,0,2
2018,1,Kismaayo,Afmadow,drought,6,0,0,2
2018,1,Kismaayo,Afmadow,drought,8,0,0,2
2018,1,Kismaayo,Afmadow,drought,6,0,0,2
2018,1,Kismaayo,Afmadow,drought,8,0,0,2
2018,1,Kismaayo,Afmadow,drought,8,0,0,2
2018,1,Kismaayo,Jamaame,insecurity,4,4,3,4
2018,1,Kismaayo,Jamaame,insecurity,28,28,21,28
2018,1,Kismaayo,Jamaame,insecurity,4,4,3,4
2018,1,Kismaayo,Jamaame,insecurity,13,13,10,13
2018,1,Kismaayo,Jamaame,insecurity,12,12,9,12
2018,1,Kismaayo,Jamaame,insecurity,11,11,8,11
2018,1,Kismaayo,Jamaame,insecurity,11,11,8,11
2018,1,Kismaayo,Jamaame,insecurity,12,12,9,12
2018,1,Kismaayo,Jamaame,insecurity,40,40,30,40
2018,1,Kismaayo,Jamaame,insecurity,21,21,16,21
2018,1,Kismaayo,Jamaame,insecurity,27,27,20,27
2018,1,Kismaayo,Jamaame,insecurity,167,167,125,167
2018,1,Kismaayo,Jamaame,drought,4,0,0,1
2018,1,Kismaayo,Jamaame,drought,15,0,0,4
2018,1,Kismaayo,Jamaame,drought,12,0,0,3
2018,1,Kismaayo,Jamaame,drought,9,0,0,2
2018,1,Kismaayo,Jamaame,drought,8,0,0,2
2018,1,Kismaayo,Jamaame,drought,18,0,0,5
2018,1,Kismaayo,Jamaame,drought,11,0,0,3
2018,1,Kismaayo,Jamaame,drought,9,0,0,2
2018,1,Kismaayo,Jamaame,drought,12,0,0,3
2018,1,Kismaayo,Jamaame,drought,5,0,0,1
2018,1,Kismaayo,Jamaame,drought,17,0,0,4
2018,1,Kismaayo,Jamaame,drought,22,0,0,6
2018,1,Kismaayo,Jamaame,drought,23,0,0,6
2018,1,Kismaayo,Jamaame,drought,13,0,0,3
2018,1,Kismaayo,Jamaame,drought,6,0,0,2
2018,1,Kismaayo,Jamaame,drought,18,0,0,5
2018,1,Kismaayo,Jamaame,drought,22,0,0,6
2018,1,Kismaayo,Jamaame,drought,6,0,0,2
2018,1,Kismaayo,Jamaame,drought,6,0,0,2
2018,1,Kismaayo,Kismaayo,insecurity,24,24,18,24
2018,1,Kismaayo,Kismaayo,insecurity,16,16,12,16
2018,1,Kismaayo,Kismaayo,drought,13,0,0,3
2018,1,Kismaayo,Kismaayo,drought,5,0,0,1
2018,1,Kismaayo,Kismaayo,drought,6,0,0,2
2018,1,Kismaayo,Kismaayo,drought,5,0,0,1
2018,1,Kismaayo,Kismaayo,drought,20,0,0,5
2018,1,Kismaayo,Kismaayo,drought,5,0,0,1
2018,1,Kismaayo,Kismaayo,drought,5,0,0,1
2018,1,Kismaayo,Bu'aale,drought,5,0,0,1
2018,1,Kismaayo,Bu'aale,drought,5,0,0,1
2018,1,Kismaayo,Bu'aale,drought,4,0,0,1
2018,1,Kismaayo,Bu'aale,drought,15,0,0,4
2018,1,Kismaayo,Jilib,insecurity,6,6,5,6
2018,1,Kismaayo,Jilib,insecurity,3,3,2,3
2018,1,Kismaayo,Jilib,insecurity,14,14,11,14
2018,1,Kismaayo,Jilib,drought,5,0,0,1
2018,1,Kismaayo,Jilib,drought,8,0,0,2
2018,1,Afgooye,Banadir,drought,7,0,0,2
2018,1,Afgooye,Banadir,drought,8,0,0,2
2018,1,Kurtunwaarey,Baraawe,drought,4,0,0,1
2018,1,Kurtunwaarey,Marka,drought,9,0,0,2
2018,1,Marka,Kurtunwaarey,drought,9,0,0,2
2018,1,Marka,Marka,insecurity,16,16,12,16
2018,1,Marka,Marka,insecurity,116,116,87,116
2018,1,Qoryooley,Baraawe,drought,16,0,0,4
2018,1,Qoryooley,Kurtunwaarey,drought,22,0,0,6
2018,1,Qoryooley,Kurtunwaarey,drought,12,0,0,3
2018,1,Qoryooley,Kurtunwaarey,drought,18,0,0,5
2018,1,Qoryooley,Marka,drought,18,0,0,5
2018,1,Qoryooley,Qoryooley,drought,12,0,0,3
2018,1,Bu'aale,Diinsoor,drought,15,0,0,4
2018,1,Bu'aale,Diinsoor,drought,105,0,0,26
2018,1,Bu'aale,Diinsoor,drought,16,0,0,4
2018,1,Bu'aale,Diinsoor,drought,125,0,0,31
2018,1,Bu'aale,Baardheere,insecurity,18,18,14,18
2018,1,Bu'aale,Baraawe,drought,17,0,0,4
2018,1,Jilib,Baardheere,other,7,7,5,7
2018,1,Jilib,Ceel Waaq,other,8,8,6,8
2018,1,Jilib,Doolow,drought,10,0,0,3
2018,1,Jilib,Garbahaarey,other,9,9,7,9
2018,1,Jilib,Jamaame,other,7,7,5,7
2018,1,Saakow,Diinsoor,drought,3,0,0,1
2018,1,Saakow,Diinsoor,drought,6,0,0,2
2018,1,Saakow,Diinsoor,drought,8,0,0,2
2018,1,Saakow,Diinsoor,drought,4,0,0,1
2018,1,Saakow,Diinsoor,drought,10,0,0,3
2018,1,Saakow,Diinsoor,drought,4,0,0,1
2018,1,Saakow,Diinsoor,drought,12,0,0,3
2018,1,Saakow,Diinsoor,drought,11,0,0,3
2018,1,Saakow,Qansax Dheere,drought,8,0,0,2
2018,1,Saakow,Baardheere,drought,4,0,0,1
2018,1,Saakow,Baardheere,drought,5,0,0,1
2018,1,Saakow,Baardheere,drought,12,0,0,3
2018,1,Saakow,Baardheere,drought,9,0,0,2
2018,1,Saakow,Baardheere,drought,4,0,0,1
2018,1,Saakow,Baardheere,drought,13,0,0,3
2018,1,Saakow,Baardheere,drought,8,0,0,2
2018,1,Saakow,Baardheere,drought,14,0,0,4
2018,1,Saakow,Ceel Waaq,insecurity,8,8,6,8
2018,1,Saakow,Jilib,insecurity,27,27,20,27
2018,1,Saakow,Jilib,insecurity,10,10,8,10
2018,1,Saakow,Saakow,drought,6,0,0,2
2018,1,Saakow,Adan Yabaal,insecurity,12,12,9,12
2018,1,Saakow,Adan Yabaal,drought,12,0,0,3
2018,1,Saakow,Jowhar,insecurity,9,9,7,9
2018,1,Saakow,Jowhar,drought,10,0,0,3
2018,1,Balcad,Balcad,insecurity,250,250,188,250
2018,1,Gaalkacyo,Banadir,drought,4,0,0,1
2018,1,Gaalkacyo,Banadir,drought,6,0,0,2
2018,1,Gaalkacyo,Banadir,drought,6,0,0,2
2018,1,Gaalkacyo,Banadir,drought,6,0,0,2
2018,1,Gaalkacyo,Bossaso,insecurity,6,6,5,6
2018,1,Gaalkacyo,Bossaso,drought,4,0,0,1
2018,1,Gaalkacyo,Bossaso,drought,12,0,0,3
2018,1,Gaalkacyo,Bossaso,drought,10,0,0,3
2018,1,Gaalkacyo,Bossaso,drought,6,0,0,2
2018,1,Gaalkacyo,Bossaso,drought,5,0,0,1
2018,1,Gaalkacyo,Bossaso,drought,4,0,0,1
2018,1,Gaalkacyo,Bossaso,drought,12,0,0,3
2018,1,Gaalkacyo,Bossaso,drought,7,0,0,2
2018,1,Gaalkacyo,Bossaso,drought,6,0,0,2
2018,1,Gaalkacyo,Bossaso,drought,27,0,0,7
2018,1,Gaalkacyo,Bossaso,drought,11,0,0,3
2018,1,Gaalkacyo,Bossaso,other,10,10,8,10
2018,1,Gaalkacyo,Bossaso,other,8,8,6,8
2018,1,Gaalkacyo,Bossaso,other,11,11,8,11
2018,1,Gaalkacyo,Bossaso,other,12,12,9,12
2018,1,Gaalkacyo,Qardho,drought,16,0,0,4
2018,1,Gaalkacyo,Qardho,drought,6,0,0,2
2018,1,Gaalkacyo,Qardho,drought,8,0,0,2
2018,1,Gaalkacyo,Qardho,drought,8,0,0,2
2018,1,Gaalkacyo,Qardho,drought,7,0,0,2
2018,1,Gaalkacyo,Baydhaba,drought,5,0,0,1
2018,1,Gaalkacyo,Baydhaba,drought,6,0,0,2
2018,1,Gaalkacyo,Baydhaba,drought,5,0,0,1
2018,1,Gaalkacyo,Buur Hakaba,drought,6,0,0,2
2018,1,Gaalkacyo,Cabudwaaq,drought,6,0,0,2
2018,1,Gaalkacyo,Cabudwaaq,drought,7,0,0,2
2018,1,Gaalkacyo,Cabudwaaq,drought,7,0,0,2
2018,1,Gaalkacyo,Cabudwaaq,drought,7,0,0,2
2018,1,Gaalkacyo,Cabudwaaq,drought,5,0,0,1
2018,1,Gaalkacyo,Cadaado,drought,7,0,0,2
2018,1,Gaalkacyo,Belet Weyne,drought,5,0,0,1
2018,1,Gaalkacyo,Belet Weyne,drought,6,0,0,2
2018,1,Gaalkacyo,Belet Weyne,drought,6,0,0,2
2018,1,Gaalkacyo,Belet Weyne,drought,15,0,0,4
2018,1,Gaalkacyo,Belet Weyne,drought,10,0,0,3
2018,1,Gaalkacyo,Belet Weyne,drought,8,0,0,2
2018,1,Gaalkacyo,Belet Weyne,drought,11,0,0,3
2018,1,Gaalkacyo,Belet Weyne,drought,11,0,0,3
2018,1,Gaalkacyo,Belet Weyne,drought,17,0,0,4
2018,1,Gaalkacyo,Bulo Burto,drought,5,0,0,1
2018,1,Gaalkacyo,Bulo Burto,drought,7,0,0,2
2018,1,Gaalkacyo,Jalalaqsi,drought,15,0,0,4
2018,1,Gaalkacyo,Jalalaqsi,drought,7,0,0,2
2018,1,Gaalkacyo,Jalalaqsi,drought,8,0,0,2
2018,1,Gaalkacyo,Jalalaqsi,drought,9,0,0,2
2018,1,Gaalkacyo,Jalalaqsi,drought,8,0,0,2
2018,1,Gaalkacyo,Afmadow,drought,6,0,0,2
2018,1,Gaalkacyo,Jamaame,drought,6,0,0,2
2018,1,Gaalkacyo,Jamaame,drought,7,0,0,2
2018,1,Gaalkacyo,Kismaayo,other,10,10,8,10
2018,1,Gaalkacyo,Kismaayo,other,18,18,14,18
2018,1,Gaalkacyo,Kismaayo,other,10,10,8,10
2018,1,Gaalkacyo,Kismaayo,other,17,17,13,17
2018,1,Gaalkacyo,Kismaayo,other,34,34,26,34
2018,1,Gaalkacyo,Kismaayo,other,8,8,6,8
2018,1,Gaalkacyo,Kismaayo,other,17,17,13,17
2018,1,Gaalkacyo,Kismaayo,other,13,13,10,13
2018,1,Gaalkacyo,Kismaayo,other,17,17,13,17
2018,1,Gaalkacyo,Kismaayo,other,34,34,26,34
2018,1,Gaalkacyo,Kismaayo,other,18,18,14,18
2018,1,Gaalkacyo,Kismaayo,other,41,41,31,41
2018,1,Gaalkacyo,Kismaayo,other,14,14,11,14
2018,1,Gaalkacyo,Kismaayo,other,21,21,16,21
2018,1,Gaalkacyo,Qoryooley,drought,13,0,0,3
2018,1,Gaalkacyo,Wanla Weyn,drought,5,0,0,1
2018,1,Gaalkacyo,Balcad,drought,8,0,0,2
2018,1,Gaalkacyo,Jowhar,drought,6,0,0,2
2018,1,Gaalkacyo,Jowhar,drought,21,0,0,5
2018,1,Gaalkacyo,Hobyo,drought,4,0,0,1
2018,1,Gaalkacyo,Hobyo,drought,7,0,0,2
2018,1,Gaalkacyo,Hobyo,drought,10,0,0,3
2018,1,Gaalkacyo,Hobyo,drought,7,0,0,2
2018,1,Gaalkacyo,Hobyo,drought,5,0,0,1
2018,1,Gaalkacyo,Hobyo,drought,5,0,0,1
2018,1,Gaalkacyo,Hobyo,drought,12,0,0,3
2018,1,Gaalkacyo,Garoowe,drought,12,0,0,3
2018,1,Gaalkacyo,Garoowe,drought,16,0,0,4
2018,1,Gaalkacyo,Garoowe,drought,13,0,0,3
2018,1,Gaalkacyo,Garoowe,drought,8,0,0,2
2018,1,Gaalkacyo,Garoowe,drought,4,0,0,1
2018,1,Gaalkacyo,Garoowe,drought,8,0,0,2
2018,1,Gaalkacyo,Burco,drought,7,0,0,2
2018,1,Gaalkacyo,Burco,drought,18,0,0,5
2018,1,Gaalkacyo,Burco,drought,7,0,0,2
2018,1,Gaalkacyo,Burco,drought,10,0,0,3
2018,1,Gaalkacyo,Berbera,drought,16,0,0,4
2018,1,Gaalkacyo,Berbera,drought,10,0,0,3
2018,1,Gaalkacyo,Berbera,drought,6,0,0,2
2018,1,Gaalkacyo,Berbera,drought,10,0,0,3
2018,1,Gaalkacyo,Berbera,drought,8,0,0,2
2018,1,Gaalkacyo,Berbera,drought,8,0,0,2
2018,1,Gaalkacyo,Berbera,drought,14,0,0,4
2018,1,Gaalkacyo,Berbera,drought,14,0,0,4
2018,1,Gaalkacyo,Berbera,drought,25,0,0,6
2018,1,Gaalkacyo,Berbera,other,22,22,17,22
2018,1,Gaalkacyo,Berbera,other,8,8,6,8
2018,1,Gaalkacyo,Hargeysa,drought,15,0,0,4
2018,1,Gaalkacyo,Hargeysa,drought,23,0,0,6
2018,1,Gaalkacyo,Hargeysa,drought,16,0,0,4
2018,1,Gaalkacyo,Hargeysa,drought,22,0,0,6
2018,1,Gaalkacyo,Hargeysa,drought,16,0,0,4
2018,1,Gaalkacyo,Hargeysa,drought,13,0,0,3
2018,1,Gaalkacyo,Hargeysa,drought,23,0,0,6
2018,1,Gaalkacyo,Hargeysa,drought,18,0,0,5
2018,1,Gaalkacyo,Hargeysa,other,13,13,10,13
2018,1,Galdogob,Galdogob,drought,6,0,0,2
2018,1,Jariiban,Jariiban,drought,8,0,0,2
2018,1,Jariiban,Jariiban,drought,16,0,0,4
2018,1,Jariiban,Jariiban,drought,12,0,0,3
2018,1,Jariiban,Jariiban,drought,103,0,0,26
2018,1,Jariiban,Jariiban,drought,7,0,0,2
2018,1,Jariiban,Jariiban,drought,5,0,0,1
2018,1,Jariiban,Jariiban,other,6,6,5,6
2018,1,Jariiban,Jariiban,other,7,7,5,7
2018,1,Burtinle,Burtinle,other,7,7,5,7
2018,1,Burtinle,Laas Caanood,insecurity,18,18,14,18
2018,1,Burtinle,Laas Caanood,insecurity,28,28,21,28
2018,1,Burtinle,Laas Caanood,insecurity,40,40,30,40
2018,1,Burtinle,Laas Caanood,insecurity,39,39,29,39
2018,1,Eyl,Eyl,drought,7,0,0,2
2018,1,Garoowe,Banadir,insecurity,5,5,4,5
2018,1,Garoowe,Afgooye,insecurity,13,13,10,13
2018,1,Garoowe,Afgooye,insecurity,39,39,29,39
2018,1,Garoowe,Laas Caanood,insecurity,13,13,10,13
2018,1,Garoowe,Laas Caanood,insecurity,12,12,9,12
2018,1,Garoowe,Laas Caanood,insecurity,24,24,18,24
2018,1,Qardho,Qardho,drought,11,0,0,3
2018,1,Qardho,Qardho,other,18,18,14,18
2018,1,Ceel Afweyn,Ceerigaabo,insecurity,5,5,4,5
2018,1,Ceel Afweyn,Ceerigaabo,insecurity,5,5,4,5
2018,1,Ceerigaabo,Ceel Afweyn,drought,7,0,0,2
2018,1,Ceerigaabo,Ceel Afweyn,drought,6,0,0,2
2018,1,Ceerigaabo,Ceel Afweyn,drought,5,0,0,1
2018,1,Ceerigaabo,Ceel Afweyn,drought,12,0,0,3
2018,1,Ceerigaabo,Ceel Afweyn,drought,20,0,0,5
2018,1,Ceerigaabo,Ceel Afweyn,drought,6,0,0,2
2018,1,Ceerigaabo,Ceel Afweyn,drought,6,0,0,2
2018,1,Ceerigaabo,Ceel Afweyn,drought,12,0,0,3
2018,1,Ceerigaabo,Ceel Afweyn,drought,5,0,0,1
2018,1,Ceerigaabo,Ceerigaabo,insecurity,123,123,92,123
2018,1,Ceerigaabo,Ceerigaabo,insecurity,111,111,83,111
2018,1,Ceerigaabo,Ceerigaabo,drought,8,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,8,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,7,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,7,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,5,0,0,1
2018,1,Ceerigaabo,Ceerigaabo,drought,7,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,7,0,0,2
2018,1,Ceerigaabo,Ceerigaabo,drought,13,0,0,3
2018,1,Ceerigaabo,Ceerigaabo,drought,24,0,0,6
2018,1,Ceerigaabo,Ceerigaabo,drought,11,0,0,3
2018,1,Ceerigaabo,Ceerigaabo,drought,11,0,0,3
2018,1,Caynabo,Caynabo,drought,5,0,0,1
2018,1,Caynabo,Caynabo,drought,8,0,0,2
2018,1,Caynabo,Caynabo,drought,9,0,0,2
2018,1,Caynabo,Caynabo,other,8,8,6,8
2018,1,Laas Caanood,Ceel Dheer,drought,9,0,0,2
2018,1,Laas Caanood,Ceel Waaq,drought,10,0,0,3
2018,1,Laas Caanood,Caynabo,drought,6,0,0,2
2018,1,Laas Caanood,Caynabo,drought,8,0,0,2
2018,1,Laas Caanood,Laas Caanood,insecurity,10,10,8,10
2018,1,Laas Caanood,Laas Caanood,insecurity,7,7,5,7
2018,1,Laas Caanood,Laas Caanood,insecurity,1104,1104,828,1104
2018,1,Laas Caanood,Laas Caanood,insecurity,636,636,477,636
2018,1,Laas Caanood,Laas Caanood,insecurity,8,8,6,8
2018,1,Laas Caanood,Laas Caanood,insecurity,100,100,75,100
2018,1,Laas Caanood,Laas Caanood,other,9,9,7,9
2018,1,Laas Caanood,Taleex,drought,8,0,0,2
2018,1,Laas Caanood,Taleex,drought,7,0,0,2
2018,1,Laas Caanood,Taleex,drought,7,0,0,2
2018,1,Laas Caanood,Taleex,drought,8,0,0,2
2018,1,Laas Caanood,Xudun,drought,8,0,0,2
2018,1,Laas Caanood,Xudun,drought,8,0,0,2
2018,1,Laas Caanood,Xudun,drought,8,0,0,2
2018,1,Laas Caanood,Xudun,drought,8,0,0,2
2018,1,Laas Caanood,Xudun,drought,6,0,0,2
2018,1,Taleex,Laas Caanood,insecurity,720,720,540,720
2018,1,Burco,Ceel Afweyn,insecurity,8,8,6,8
2018,1,Burco,Ceel Afweyn,insecurity,787,787,590,787
2018,1,Burco,Ceel Afweyn,insecurity,12,12,9,12
2018,1,Burco,Ceel Afweyn,insecurity,9,9,7,9
2018,1,Buuhoodle,Buuhoodle,drought,9,0,0,2
2018,1,Owdweyne,Owdweyne,drought,16,0,0,4
2018,1,Owdweyne,Owdweyne,drought,5,0,0,1
2018,1,Owdweyne,Owdweyne,drought,6,0,0,2
2018,1,Owdweyne,Owdweyne,drought,18,0,0,5
2018,1,Owdweyne,Owdweyne,drought,10,0,0,3
2018,1,Owdweyne,Owdweyne,drought,4,0,0,1
2018,1,Owdweyne,Owdweyne,drought,6,0,0,2
2018,1,Owdweyne,Owdweyne,drought,10,0,0,3
2018,1,Owdweyne,Owdweyne,other,5,5,4,5
2018,1,Berbera,Berbera,drought,8,0,0,2
2018,1,Berbera,Berbera,drought,20,0,0,5
2018,1,Berbera,Berbera,drought,18,0,0,5
2018,1,Berbera,Berbera,drought,7,0,0,2
2018,1,Berbera,Berbera,other,2,2,2,2
2018,1,Berbera,Berbera,other,7,7,5,7
2018,1,Berbera,Hargeysa,drought,6,0,0,2
2018,1,Gebiley,Borama,drought,6,0,0,2
2018,1,Gebiley,Qoryooley,drought,6,0,0,2
2018,1,Gebiley,Jowhar,drought,9,0,0,2
2018,1,Gebiley,Gaalkacyo,drought,6,0,0,2
2018,1,Gebiley,Burtinle,drought,6,0,0,2
2018,1,Gebiley,Gebiley,drought,6,0,0,2
2018,1,Gebiley,Gebiley,drought,7,0,0,2
2018,1,Gebiley,Gebiley,drought,6,0,0,2
2018,1,Gebiley,Gebiley,drought,6,0,0,2
2018,1,Gebiley,Gebiley,drought,7,0,0,2
2018,1,Gebiley,Gebiley,drought,7,0,0,2
2018,1,Gebiley,Gebiley,drought,5,0,0,1
2018,1,Gebiley,Gebiley,drought,6,0,0,2
2018,1,Gebiley,Gebiley,drought,5,0,0,1
2018,1,Gebiley,Gebiley,drought,5,0,0,1
2018,1,Gebiley,Gebiley,drought,7,0,0,2
2018,1,Gebiley,Gebiley,drought,10,0,0,3
2018,1,Hargeysa,Ceel Barde,drought,5,0,0,1
2018,1,Hargeysa,Tayeeglow,drought,6,0,0,2
2018,1,Hargeysa,Tayeeglow,drought,4,0,0,1
2018,1,Hargeysa,Waajid,drought,5,0,0,1
2018,1,Hargeysa,Waajid,drought,7,0,0,2
2018,1,Hargeysa,Waajid,drought,5,0,0,1
2018,1,Hargeysa,Xudur,drought,7,0,0,2
2018,1,Hargeysa,Xudur,drought,5,0,0,1
2018,1,Hargeysa,Banadir,drought,5,0,0,1
2018,1,Hargeysa,Banadir,drought,14,0,0,4
2018,1,Hargeysa,Banadir,drought,7,0,0,2
2018,1,Hargeysa,Banadir,drought,6,0,0,2
2018,1,Hargeysa,Banadir,drought,6,0,0,2
2018,1,Hargeysa,Banadir,drought,11,0,0,3
2018,1,Hargeysa,Banadir,drought,8,0,0,2
2018,1,Hargeysa,Banadir,drought,12,0,0,3
2018,1,Hargeysa,Banadir,drought,7,0,0,2
2018,1,Hargeysa,Bossaso,drought,15,0,0,4
2018,1,Hargeysa,Bossaso,drought,6,0,0,2
2018,1,Hargeysa,Caluula,drought,6,0,0,2
2018,1,Hargeysa,Caluula,drought,6,0,0,2
2018,1,Hargeysa,Qandala,drought,7,0,0,2
2018,1,Hargeysa,Qardho,drought,5,0,0,1
2018,1,Hargeysa,Baydhaba,drought,5,0,0,1
2018,1,Hargeysa,Baydhaba,drought,7,0,0,2
2018,1,Hargeysa,Buur Hakaba,drought,6,0,0,2
2018,1,Hargeysa,Diinsoor,drought,9,0,0,2
2018,1,Hargeysa,Qansax Dheere,drought,7,0,0,2
2018,1,Hargeysa,Cabudwaaq,drought,6,0,0,2
2018,1,Hargeysa,Cadaado,drought,9,0,0,2
2018,1,Hargeysa,Cadaado,drought,6,0,0,2
2018,1,Hargeysa,Dhuusamarreeb,drought,5,0,0,1
2018,1,Hargeysa,Belet Weyne,drought,13,0,0,3
2018,1,Hargeysa,Bulo Burto,drought,5,0,0,1
2018,1,Hargeysa,Bulo Burto,drought,6,0,0,2
2018,1,Hargeysa,Bulo Burto,drought,6,0,0,2
2018,1,Hargeysa,Jalalaqsi,drought,6,0,0,2
2018,1,Hargeysa,Jalalaqsi,drought,4,0,0,1
2018,1,Hargeysa,Jalalaqsi,drought,5,0,0,1
2018,1,Hargeysa,Jalalaqsi,drought,6,0,0,2
2018,1,Hargeysa,Jalalaqsi,drought,6,0,0,2
2018,1,Hargeysa,Jalalaqsi,drought,4,0,0,1
2018,1,Hargeysa,Badhaadhe,drought,8,0,0,2
2018,1,Hargeysa,Badhaadhe,drought,7,0,0,2
2018,1,Hargeysa,Jamaame,drought,6,0,0,2
2018,1,Hargeysa,Afgooye,drought,6,0,0,2
2018,1,Hargeysa,Afgooye,drought,8,0,0,2
2018,1,Hargeysa,Afgooye,drought,4,0,0,1
2018,1,Hargeysa,Baraawe,drought,8,0,0,2
2018,1,Hargeysa,Baraawe,drought,4,0,0,1
2018,1,Hargeysa,Marka,drought,5,0,0,1
2018,1,Hargeysa,Marka,drought,5,0,0,1
2018,1,Hargeysa,Sablaale,drought,5,0,0,1
2018,1,Hargeysa,Balcad,drought,7,0,0,2
2018,1,Hargeysa,Balcad,drought,6,0,0,2
2018,1,Hargeysa,Gaalkacyo,drought,4,0,0,1
2018,1,Hargeysa,Gaalkacyo,drought,4,0,0,1
2018,1,Hargeysa,Gaalkacyo,drought,7,0,0,2
2018,1,Hargeysa,Gaalkacyo,drought,4,0,0,1
2018,1,Hargeysa,Gaalkacyo,drought,6,0,0,2
2018,1,Hargeysa,Galdogob,drought,6,0,0,2
2018,1,Hargeysa,Burtinle,drought,4,0,0,1
2018,1,Hargeysa,Burtinle,drought,5,0,0,1
2018,1,Hargeysa,Garoowe,drought,7,0,0,2
2018,1,Hargeysa,Ceel Afweyn,drought,6,0,0,2
2018,1,Hargeysa,Ceerigaabo,drought,7,0,0,2
2018,1,Hargeysa,Ceerigaabo,drought,7,0,0,2
2018,1,Hargeysa,Burco,drought,8,0,0,2
2018,1,Hargeysa,Burco,drought,6,0,0,2
2018,1,Hargeysa,Berbera,drought,7,0,0,2
2018,1,Hargeysa,Berbera,drought,8,0,0,2
2018,1,Hargeysa,Berbera,drought,6,0,0,2
2018,1,Hargeysa,Berbera,drought,8,0,0,2
2018,2,Baki,Lughaye,drought,8,0,0,2
2018,2,Baki,Lughaye,drought,280,0,0,70
2018,2,Baki,Lughaye,drought,8,0,0,2
2018,2,Baki,Lughaye,drought,105,0,0,26
2018,2,Baki,Zeylac,drought,38,0,0,10
2018,2,Borama,Lughaye,drought,8,0,0,2
2018,2,Borama,Lughaye,drought,7,0,0,2
2018,2,Borama,Lughaye,drought,8,0,0,2
2018,2,Borama,Lughaye,drought,7,0,0,2
2018,2,Borama,Lughaye,drought,7,0,0,2
2018,2,Borama,Lughaye,drought,16,0,0,4
2018,2,Borama,Lughaye,drought,8,0,0,2
2018,2,Borama,Lughaye,drought,7,0,0,2
2018,2,Borama,Lughaye,drought,7,0,0,2
2018,2,Borama,Lughaye,drought,14,0,0,4
2018,2,Borama,Lughaye,drought,8,0,0,2
2018,2,Borama,Lughaye,drought,12,0,0,3
2018,2,Borama,Zeylac,drought,10,0,0,3
2018,2,Borama,Zeylac,drought,24,0,0,6
2018,2,Borama,Zeylac,drought,5,0,0,1
2018,2,Borama,Zeylac,drought,5,0,0,1
2018,2,Borama,Zeylac,drought,7,0,0,2
2018,2,Borama,Ceel Barde,drought,7,0,0,2
2018,2,Borama,Banadir,drought,7,0,0,2
2018,2,Borama,Banadir,drought,9,0,0,2
2018,2,Borama,Gaalkacyo,drought,8,0,0,2
2018,2,Lughaye,Lughaye,drought,7,0,0,2
2018,2,Lughaye,Lughaye,drought,6,0,0,2
2018,2,Lughaye,Lughaye,drought,6,0,0,2
2018,2,Lughaye,Lughaye,drought,250,0,0,63
2018,2,Lughaye,Lughaye,drought,27,0,0,7
2018,2,Lughaye,Lughaye,drought,6,0,0,2
2018,2,Lughaye,Lughaye,drought,17,0,0,4
